arm,seed,i,cls,offset,heading,mc,n_base
A,42,4325,two_row,0.19512614569849385,3.1693629857043035,0.05537230761346375,28
A,42,4326,two_row,0.21124401893857947,3.108699731867393,0.054310349663863354,27
A,42,4327,two_row,0.22011545132544674,3.8963597383298545,0.06810933113901853,30
A,42,4328,two_row,0.2205852442578603,3.4744288581016476,0.06071466217813215,26
A,42,4329,two_row,0.2464071808689221,3.178391028524797,0.05553036118735484,29
A,42,4330,two_row,0.24677576204594376,3.3722918749247306,0.05892565602210079,27
A,42,4331,two_row,0.23901814301973867,3.6202372943167878,0.06326928065126464,29
A,42,4332,two_row,0.22806315493920426,3.8499999431507432,0.06729649122758502,28
A,42,4333,two_row,0.22703116797243494,3.824477090693392,0.06684902940477604,30
A,42,4334,two_row,0.20974366343672424,3.870301042046724,0.0676524254023889,33
A,42,4335,two_row,0.21829532497281634,3.972122561334966,0.06943789632025701,32
A,42,4336,two_row,0.21224794102046485,4.116894786774564,0.0719772823066851,30
A,42,4337,two_row,0.1844602543704016,4.70330272251763,0.08227299904390498,29
A,42,4338,two_row,0.2588643736783785,3.4396010832833364,0.06010458454300009,28
A,42,4339,two_row,0.25110985681740894,3.6123851459925476,0.06313168740707184,32
A,42,4340,two_row,0.23636144433608242,3.720771000008192,0.06503114607047693,29
