arm,seed,i,cls,offset,heading,mL,mR,mc,n_base,adj,flags
A,42,10072,none,,,,,,10,0,
A,42,10073,none,,,,,,8,0,
A,42,10074,none,,,,,,7,0,
A,42,10075,none,,,,,,6,0,
A,42,10076,none,,,,,,9,0,
A,42,10077,none,,,,,,8,0,
A,42,10078,none,,,,,,7,0,
A,42,10079,none,,,,,,6,0,
A,42,10080,none,,,,,,8,0,
A,42,10081,none,,,,,,5,0,
A,42,10082,none,,,,,,7,0,
A,42,10083,none,,,,,,7,0,
A,42,10084,none,,,,,,10,0,
A,42,10085,none,,,,,,10,0,
A,42,10086,single_row,,,,,,9,0,
A,42,10087,none,,,,,,7,0,
A,42,10088,none,,,,,,15,0,
A,42,10089,single_row,,,,,,10,0,
A,42,10090,single_row,,,,,,12,0,
A,42,10091,single_row,,,,,,9,0,
A,42,10092,single_row,,,,,,10,0,
A,42,10093,single_row,,,,,,10,0,
A,42,10094,none,,,,,,7,0,
A,42,10095,none,,,,,,8,0,
A,42,10096,none,,,,,,9,0,
A,42,10097,single_row,,,,,,10,0,
A,42,10098,none,,,,,,8,0,
A,42,10099,none,,,,,,7,0,
A,42,10100,none,,,,,,9,0,
A,42,10101,none,,,,,,7,0,
A,42,10102,single_row,,,,,,7,0,
A,42,10103,none,,,,,,6,0,
A,42,10104,none,,,,,,7,0,
A,42,10105,none,,,,,,6,0,
A,42,10106,none,,,,,,6,0,
A,42,10107,none,,,,,,5,0,
A,42,10108,none,,,,,,4,0,
A,42,10109,none,,,,,,4,0,
A,42,10110,none,,,,,,5,0,
A,42,10111,none,,,,,,6,0,
A,42,10112,none,,,,,,5,0,
A,42,10113,none,,,,,,6,0,
A,42,10114,none,,,,,,7,0,
A,42,10115,none,,,,,,3,0,
A,42,10116,none,,,,,,4,0,
A,42,10117,none,,,,,,4,0,
A,42,10118,none,,,,,,4,0,
A,42,10119,none,,,,,,4,0,
A,42,10120,none,,,,,,5,0,
A,42,10121,none,,,,,,2,0,
A,42,10122,none,,,,,,4,0,
A,42,10123,none,,,,,,4,0,
A,42,10124,none,,,,,,4,0,
A,42,10125,none,,,,,,3,0,
A,42,10126,none,,,,,,4,0,
A,42,10127,none,,,,,,5,0,
A,42,10128,none,,,,,,6,0,
A,42,10129,none,,,,,,3,0,
A,42,10130,none,,,,,,5,0,
A,42,10131,none,,,,,,4,0,
A,42,10132,none,,,,,,6,0,
A,42,10133,none,,,,,,5,0,
A,42,10134,none,,,,,,5,0,
A,42,10135,none,,,,,,3,0,
A,42,10136,none,,,,,,4,0,
A,42,10137,none,,,,,,6,0,
A,42,10138,none,,,,,,6,0,
A,42,10139,none,,,,,,2,0,
A,42,10140,none,,,,,,3,0,
A,42,10141,none,,,,,,4,0,
A,42,10142,none,,,,,,4,0,
A,42,10143,none,,,,,,5,0,
A,42,10144,none,,,,,,3,0,
A,42,10145,none,,,,,,4,0,
A,42,10146,none,,,,,,4,0,
A,42,10147,none,,,,,,5,0,
A,42,10148,none,,,,,,5,0,
A,42,10149,none,,,,,,4,0,
A,42,10150,none,,,,,,7,0,
A,42,10151,none,,,,,,5,0,
A,42,10152,none,,,,,,5,0,
A,42,10153,none,,,,,,5,0,
A,42,10154,none,,,,,,5,0,
A,42,10155,none,,,,,,6,0,
A,42,10156,none,,,,,,6,0,
A,42,10157,none,,,,,,5,0,
A,42,10158,none,,,,,,5,0,
A,42,10159,none,,,,,,5,0,
A,42,10160,none,,,,,,5,0,
A,42,10161,none,,,,,,7,0,
A,42,10162,none,,,,,,8,0,
A,42,10163,none,,,,,,5,0,
A,42,10164,none,,,,,,2,0,
A,42,10165,none,,,,,,5,0,
A,42,10166,none,,,,,,6,0,
A,42,10167,none,,,,,,7,0,
A,42,10168,none,,,,,,7,0,
A,42,10169,none,,,,,,8,0,
A,42,10170,none,,,,,,6,0,
A,42,10171,none,,,,,,8,0,
A,42,10172,none,,,,,,7,0,
A,42,10173,none,,,,,,7,0,
A,42,10174,none,,,,,,8,0,
A,42,10175,none,,,,,,7,0,
A,42,10176,none,,,,,,8,0,
A,42,10177,none,,,,,,8,0,
A,42,10178,none,,,,,,7,0,
A,42,10179,none,,,,,,6,0,
A,42,10180,none,,,,,,6,0,
A,42,10181,none,,,,,,7,0,
A,42,10182,none,,,,,,8,0,
A,42,10183,none,,,,,,3,0,
A,42,10184,none,,,,,,6,0,
A,42,10185,none,,,,,,4,0,
A,42,10186,none,,,,,,4,0,
A,42,10187,none,,,,,,5,0,
A,42,10188,none,,,,,,7,0,
A,42,10189,none,,,,,,5,0,
A,42,10190,none,,,,,,3,0,
A,42,10191,none,,,,,,7,0,
A,42,10192,none,,,,,,4,0,
A,42,10193,none,,,,,,2,0,
A,42,10194,none,,,,,,3,0,
A,42,10195,none,,,,,,2,0,
A,42,10196,none,,,,,,4,0,
A,42,10576,single_row,,,,,,6,0,
A,42,10577,single_row,,,,,,7,0,
A,42,10578,single_row,,,,,,10,0,
A,42,10579,single_row,,,,,,8,0,
A,42,10580,single_row,,,,,,8,0,
A,42,10581,single_row,,,,,,7,0,
A,42,10582,single_row,,,,,,4,0,
A,42,10583,none,,,,,,5,0,
A,42,10584,single_row,,,,,,5,0,
A,42,10585,single_row,,,,,,4,0,
A,42,10586,single_row,,,,,,6,0,
A,42,10587,single_row,,,,,,4,0,
A,42,10588,none,,,,,,6,0,
A,42,10589,single_row,,,,,,4,0,
A,42,10590,none,,,,,,3,0,
A,42,10591,none,,,,,,4,0,
A,42,10592,single_row,,,,,,8,0,
A,42,10593,none,,,,,,6,0,
A,42,10594,single_row,,,,,,6,0,
A,42,10595,none,,,,,,3,0,
A,42,10596,none,,,,,,2,0,
A,42,10597,none,,,,,,4,0,
A,42,10598,none,,,,,,5,0,
A,42,10599,none,,,,,,4,0,
A,42,10600,none,,,,,,5,0,
A,42,10601,none,,,,,,3,0,
A,42,10602,single_row,,,,,,4,0,
A,42,10603,single_row,,,,,,3,0,
A,42,10604,single_row,,,,,,4,0,
A,42,10605,single_row,,,,,,3,0,
A,42,10606,single_row,,,,,,4,0,
A,42,10607,single_row,,,,,,4,0,
A,42,10608,none,,,,,,3,0,
A,42,10609,single_row,,,,,,5,0,
A,42,10610,none,,,,,,4,0,
A,42,10611,none,,,,,,5,0,
A,42,10612,none,,,,,,4,0,
A,42,10613,single_row,,,,,,6,0,
A,42,10614,single_row,,,,,,6,0,
A,42,10615,single_row,,,,,,7,0,
A,42,10616,single_row,,,,,,6,0,
A,42,10617,none,,,,,,5,0,
A,42,10618,single_row,,,,,,7,0,
A,42,10619,single_row,,,,,,9,0,
A,42,10620,single_row,,,,,,6,0,
A,42,10621,single_row,,,,,,6,0,
A,42,10622,single_row,,,,,,8,0,
A,42,10623,single_row,,,,,,9,0,
A,42,10624,single_row,,,,,,7,0,
A,42,10625,single_row,,,,,,6,0,
A,42,10626,none,,,,,,6,0,
A,42,10627,single_row,,,,,,5,0,
A,42,10628,single_row,,,,,,8,0,
A,42,10629,single_row,,,,,,5,0,
A,42,10630,single_row,,,,,,9,0,
A,42,10631,single_row,,,,,,7,0,
A,42,10632,single_row,,,,,,6,0,
A,42,10633,single_row,,,,,,6,0,
A,42,10634,none,,,,,,6,0,
A,42,10635,single_row,,,,,,6,0,
A,42,10636,single_row,,,,,,6,0,
A,42,10637,single_row,,,,,,6,0,
A,42,10638,single_row,,,,,,8,0,
A,42,10639,single_row,,,,,,6,0,
A,42,10640,single_row,,,,,,6,0,
A,42,10641,single_row,,,,,,7,0,
A,42,10642,single_row,,,,,,4,0,
A,42,10643,single_row,,,,,,7,0,
A,42,10644,single_row,,,,,,5,0,
A,42,10645,single_row,,,,,,7,0,
A,42,10646,single_row,,,,,,7,0,
A,42,10647,single_row,,,,,,6,0,
A,42,10648,single_row,,,,,,7,0,
A,42,10649,single_row,,,,,,7,0,
A,42,10650,single_row,,,,,,6,0,
A,42,10651,single_row,,,,,,5,0,
A,42,10652,single_row,,,,,,6,0,
A,42,10653,none,,,,,,5,0,
A,42,10654,single_row,,,,,,5,0,
A,42,10655,none,,,,,,4,0,
A,42,10656,none,,,,,,6,0,
A,42,10657,none,,,,,,5,0,
A,42,10658,none,,,,,,6,0,
A,42,10659,single_row,,,,,,7,0,
A,42,10660,none,,,,,,5,0,
A,42,10661,single_row,,,,,,6,0,
A,42,10662,single_row,,,,,,7,0,
A,42,10663,single_row,,,,,,8,0,
A,42,10664,single_row,,,,,,6,0,
A,42,10665,single_row,,,,,,6,0,
A,42,10666,single_row,,,,,,6,0,
A,42,10667,single_row,,,,,,5,0,
A,42,10668,single_row,,,,,,6,0,
A,42,10669,single_row,,,,,,8,0,
A,42,10670,single_row,,,,,,6,0,
A,42,10671,single_row,,,,,,8,0,
A,42,10672,single_row,,,,,,9,0,
A,42,10673,single_row,,,,,,6,0,
A,42,10674,single_row,,,,,,6,0,
A,42,10675,single_row,,,,,,7,0,
A,42,10676,single_row,,,,,,6,0,
A,42,10677,none,,,,,,7,0,
A,42,10678,single_row,,,,,,8,0,
A,42,10679,single_row,,,,,,9,0,
A,42,10680,single_row,,,,,,8,0,
A,42,10681,single_row,,,,,,7,0,
A,42,10682,single_row,,,,,,8,0,
A,42,10683,single_row,,,,,,7,0,
A,42,10684,single_row,,,,,,7,0,
A,42,10685,single_row,,,,,,11,0,
A,42,10686,single_row,,,,,,7,0,
A,42,10687,single_row,,,,,,8,0,
A,42,10688,single_row,,,,,,8,0,
A,42,10689,single_row,,,,,,7,0,
A,42,10690,single_row,,,,,,7,0,
A,42,10691,single_row,,,,,,9,0,
A,42,10692,single_row,,,,,,7,0,
A,42,10693,none,,,,,,7,0,
A,42,10694,single_row,,,,,,7,0,
A,42,10695,none,,,,,,7,0,
A,42,10696,none,,,,,,7,0,
A,42,10697,none,,,,,,5,0,
A,42,10698,none,,,,,,6,0,
A,42,10699,none,,,,,,5,0,
A,42,10700,none,,,,,,5,0,
A,42,10701,none,,,,,,5,0,
A,42,10702,none,,,,,,5,0,
A,42,10703,none,,,,,,6,0,
A,42,10704,single_row,,,,,,8,0,
A,42,10705,none,,,,,,6,0,
A,42,10706,single_row,,,,,,9,0,
A,42,10707,none,,,,,,7,0,
A,42,10708,none,,,,,,6,0,
A,42,10709,none,,,,,,5,0,
A,42,10710,none,,,,,,5,0,
A,42,10711,none,,,,,,5,0,
A,42,10712,single_row,,,,,,6,0,
A,42,10713,none,,,,,,7,0,
A,42,10714,none,,,,,,5,0,
A,42,10715,none,,,,,,5,0,
A,42,10716,none,,,,,,9,0,
A,42,10717,single_row,,,,,,7,0,
A,42,10718,none,,,,,,6,0,
A,42,10719,none,,,,,,5,0,
A,42,10720,single_row,,,,,,7,0,
A,42,10721,none,,,,,,6,0,
A,42,10722,none,,,,,,6,0,
A,42,10723,none,,,,,,5,0,
A,42,10724,none,,,,,,5,0,
A,42,10725,none,,,,,,6,0,
A,42,10726,none,,,,,,6,0,
A,42,10727,none,,,,,,4,0,
A,42,10728,none,,,,,,4,0,
A,42,10729,none,,,,,,3,0,
A,42,10730,single_row,,,,,,6,0,
A,42,10731,none,,,,,,4,0,
A,42,10732,none,,,,,,4,0,
A,42,10733,single_row,,,,,,5,0,
A,42,10734,single_row,,,,,,4,0,
A,42,10735,single_row,,,,,,5,0,
A,42,10736,single_row,,,,,,5,0,
A,42,10737,single_row,,,,,,5,0,
A,42,10738,single_row,,,,,,5,0,
A,42,10739,single_row,,,,,,6,0,
A,42,10740,none,,,,,,4,0,
A,42,10741,single_row,,,,,,3,0,
A,42,10742,single_row,,,,,,4,0,
A,42,10743,single_row,,,,,,4,0,
A,42,10744,none,,,,,,4,0,
A,42,10745,none,,,,,,6,0,
A,42,10746,none,,,,,,5,0,
A,42,10747,single_row,,,,,,5,0,
A,42,10748,none,,,,,,5,0,
A,42,10749,none,,,,,,4,0,
A,42,10750,none,,,,,,6,0,
A,42,10751,none,,,,,,6,0,
A,42,10752,none,,,,,,5,0,
A,42,10753,none,,,,,,7,0,
A,42,10754,none,,,,,,4,0,
A,42,10755,none,,,,,,5,0,
A,42,10756,none,,,,,,3,0,
A,42,10757,single_row,,,,,,4,0,
A,42,10758,single_row,,,,,,3,0,
A,42,10759,single_row,,,,,,3,0,
A,42,10760,none,,,,,,2,0,
A,42,10761,none,,,,,,2,0,
A,42,10762,none,,,,,,3,0,
A,42,10763,none,,,,,,3,0,
A,42,10764,none,,,,,,5,0,
A,42,10765,none,,,,,,3,0,
A,42,10766,none,,,,,,6,0,
A,42,10767,none,,,,,,4,0,
A,42,10768,none,,,,,,4,0,
A,42,10769,none,,,,,,3,0,
A,42,10770,none,,,,,,3,0,
A,42,10771,none,,,,,,3,0,
A,43,1961,single_row,,,,,,7,0,
A,43,1962,single_row,,,,,,8,0,
A,43,1963,single_row,,,,,,10,0,
A,43,1964,single_row,,,,,,8,0,
A,43,1965,single_row,,,,,,10,0,
A,43,1966,single_row,,,,,,12,0,
A,43,1967,single_row,,,,,,7,0,
A,43,1968,two_row,-0.03174820633241132,-3.623646694356273,-0.11823515295316459,-0.008422895711075802,-0.06332902433212019,12,0,
A,43,1969,two_row,-0.01997827360504356,-3.7095859140540646,-0.1221316970981166,-0.007538515700015374,-0.06483510639906598,11,0,
A,43,1970,single_row,,,,,,8,0,
A,43,1971,two_row,-0.024851728112598448,-4.213591205741786,-0.13410616762188537,-0.013241640907158599,-0.07367390426452199,15,0,
A,43,1972,two_row,-0.00465152706382832,-4.706888544736378,-0.15536355559984,-0.009308459193645329,-0.08233600739674267,18,0,
A,43,1973,single_row,,,,,,13,0,
A,43,1974,single_row,,,,,,10,0,
A,43,1975,two_row,0.005999691772696769,-4.942222234750093,-0.1732043735004622,0.00025912964523425885,-0.08647262192761397,15,0,
A,43,1976,two_row,-0.027834589958714684,-4.241500202291775,-0.16001396487585556,0.011686625507701338,-0.07416366968407712,13,0,
A,43,1977,two_row,0.03325270801968844,-6.36570112221559,-0.1645373661063828,-0.0585863391351393,-0.11156185262076106,14,0,
A,43,1978,two_row,0.024358366041641488,-7.755978802288052,-0.15679204665899274,-0.1156085755419596,-0.13620031110047617,16,1,
A,43,1979,two_row,0.05382734346610263,-7.768616457874186,-0.22426322230221818,-0.04858673413437249,-0.13642497821829533,14,0,
A,43,1980,two_row,0.05030279004385607,-8.078635692491039,-0.21601858134774232,-0.06786274989837293,-0.14194066562305763,13,0,
A,43,1981,single_row,,,,,,14,0,
A,43,1982,single_row,,,,,,13,0,
A,43,1983,single_row,,,,,,9,0,
A,43,1984,single_row,,,,,,17,0,
A,43,1985,single_row,,,,,,12,0,
A,43,1986,single_row,,,,,,12,0,
A,43,1987,single_row,,,,,,12,0,
A,43,1988,two_row,-0.16709224885456275,8.383839667230667,0.08527856932390918,0.2094793572760506,0.1473789632999799,17,0,
A,43,1989,single_row,,,,,,15,0,
A,43,1990,single_row,,,,,,13,0,
A,43,1991,single_row,,,,,,15,0,
A,43,1992,single_row,,,,,,17,0,
A,43,1993,single_row,,,,,,16,0,
A,43,1994,single_row,,,,,,15,0,
A,43,1995,none,,,,,,13,0,
A,43,1996,none,,,,,,15,0,
A,43,1997,two_row,-0.4238820434023599,-0.8018428901504722,-0.2248814660857871,0.19689004161384696,-0.01399571223597007,13,0,slope_mismatch
A,43,1998,single_row,,,,,,13,0,
A,43,1999,none,,,,,,14,0,
A,43,2000,single_row,,,,,,14,0,
A,43,2001,single_row,,,,,,14,1,
A,43,2002,none,,,,,,10,0,
A,43,2003,single_row,,,,,,13,0,
A,43,2004,none,,,,,,12,0,
A,43,2005,single_row,,,,,,12,0,
A,43,2006,none,,,,,,13,0,
A,43,2007,none,,,,,,11,0,
A,43,2008,none,,,,,,8,0,
A,43,2009,none,,,,,,8,0,
A,43,2010,none,,,,,,9,0,
A,43,2011,single_row,,,,,,10,0,
A,43,2012,none,,,,,,10,0,
A,43,2013,none,,,,,,9,0,
A,43,2014,none,,,,,,9,0,
A,43,2015,none,,,,,,12,0,
A,43,2016,none,,,,,,9,0,
A,43,2017,none,,,,,,10,0,
A,43,2018,none,,,,,,5,0,
A,43,2019,none,,,,,,9,0,
A,43,2020,none,,,,,,12,0,
A,43,2021,none,,,,,,13,0,
A,43,2022,none,,,,,,13,0,
A,43,2023,none,,,,,,10,0,
A,43,2024,none,,,,,,8,0,
A,43,2025,none,,,,,,9,0,
A,43,2026,none,,,,,,9,0,
A,43,2027,none,,,,,,10,0,
A,43,2028,none,,,,,,10,0,
A,43,2029,none,,,,,,11,0,
A,43,2030,none,,,,,,13,0,
A,43,2031,none,,,,,,8,0,
A,43,2032,none,,,,,,8,0,
A,43,2033,none,,,,,,10,0,
A,43,2034,two_row,0.5933301339946473,-6.093515169209231,-0.0376301457958526,-0.1758792494759405,-0.10675469763589655,12,0,
A,43,2035,none,,,,,,9,0,
A,43,2036,none,,,,,,10,0,
A,43,2037,none,,,,,,10,0,
A,43,2038,none,,,,,,7,0,
A,43,2039,none,,,,,,8,0,
A,43,2040,none,,,,,,12,0,
A,43,2041,none,,,,,,7,0,
A,43,2042,none,,,,,,7,0,
A,43,2043,none,,,,,,7,0,
A,43,2044,none,,,,,,5,0,
A,43,2045,none,,,,,,9,0,
A,43,2046,none,,,,,,8,0,
A,43,2047,none,,,,,,6,0,
A,43,2048,none,,,,,,7,0,
A,43,2049,none,,,,,,7,0,
A,43,2050,none,,,,,,8,0,
A,43,2051,none,,,,,,6,0,
A,43,2052,none,,,,,,6,0,
A,43,2053,none,,,,,,6,0,
A,43,2054,none,,,,,,6,0,
A,43,2055,none,,,,,,6,0,
A,43,2056,none,,,,,,5,0,
A,43,2057,none,,,,,,5,0,
A,43,2058,none,,,,,,6,0,
A,43,2059,none,,,,,,6,0,
A,43,2060,none,,,,,,5,0,
A,43,2061,none,,,,,,6,0,
A,43,2062,none,,,,,,7,0,
A,43,2063,none,,,,,,5,0,
A,43,2064,none,,,,,,6,0,
A,43,2065,none,,,,,,7,0,
A,43,2066,none,,,,,,6,0,
A,43,2067,none,,,,,,5,0,
A,43,2068,none,,,,,,6,0,
A,43,2069,none,,,,,,8,0,
A,43,2070,none,,,,,,7,0,
A,43,2071,none,,,,,,6,0,
A,43,2072,none,,,,,,6,0,
A,43,2073,none,,,,,,4,0,
A,43,2074,none,,,,,,8,0,
A,43,2075,none,,,,,,6,0,
A,43,2076,none,,,,,,8,0,
A,43,2077,none,,,,,,5,0,
A,43,2078,none,,,,,,4,0,
A,43,2079,none,,,,,,7,0,
A,43,2080,none,,,,,,7,0,
A,43,2081,none,,,,,,5,0,
A,43,2082,none,,,,,,7,0,
A,43,2083,none,,,,,,7,0,
A,43,2084,none,,,,,,5,0,
A,43,2085,none,,,,,,6,0,
A,43,2086,none,,,,,,8,0,
A,43,2087,none,,,,,,6,0,
A,43,2088,none,,,,,,7,0,
A,43,2089,none,,,,,,7,0,
A,43,2090,none,,,,,,4,0,
A,43,2091,none,,,,,,6,0,
A,43,2092,none,,,,,,6,0,
A,43,2093,none,,,,,,7,0,
A,43,2094,none,,,,,,7,0,
A,43,2095,none,,,,,,6,0,
A,43,2096,none,,,,,,8,0,
A,43,2097,none,,,,,,8,0,
A,43,2098,none,,,,,,7,0,
A,43,2099,none,,,,,,7,0,
A,43,2100,none,,,,,,9,0,
A,43,2101,none,,,,,,7,0,
A,43,2102,none,,,,,,9,0,
A,43,2103,none,,,,,,8,0,
A,43,2104,none,,,,,,10,0,
A,43,2105,none,,,,,,9,0,
A,43,2106,none,,,,,,8,0,
A,43,2107,none,,,,,,9,0,
A,43,2108,none,,,,,,8,0,
A,43,2109,none,,,,,,11,0,
A,43,2110,none,,,,,,10,0,
A,43,2111,none,,,,,,11,0,
A,43,2112,none,,,,,,10,0,
A,43,2113,none,,,,,,8,0,
A,43,2114,none,,,,,,10,0,
A,43,2115,none,,,,,,9,0,
A,43,2116,none,,,,,,9,0,
A,43,2117,none,,,,,,10,0,
A,43,2118,none,,,,,,11,0,
A,43,2119,none,,,,,,13,0,
A,43,2120,none,,,,,,13,0,
A,43,2121,none,,,,,,12,0,
A,43,2122,none,,,,,,10,0,
A,43,2123,none,,,,,,14,0,
A,43,2124,none,,,,,,13,0,
A,43,2125,none,,,,,,9,0,
A,43,2126,none,,,,,,9,0,
A,43,2127,none,,,,,,11,0,
A,43,2128,none,,,,,,8,0,
A,43,2129,none,,,,,,11,0,
A,43,2130,none,,,,,,9,0,
A,43,2131,none,,,,,,9,0,
A,43,2132,none,,,,,,9,0,
A,43,2133,none,,,,,,7,0,
A,43,2134,none,,,,,,10,0,
A,43,2135,none,,,,,,10,0,
A,43,2136,none,,,,,,9,0,
A,43,2137,none,,,,,,10,0,
A,43,2138,none,,,,,,13,0,
A,43,2139,none,,,,,,10,0,
A,43,2140,none,,,,,,8,0,
A,43,2141,none,,,,,,10,0,
A,43,2142,none,,,,,,10,0,
A,43,2143,none,,,,,,10,0,
A,43,2144,none,,,,,,9,0,
A,43,2145,none,,,,,,9,0,
A,43,3069,single_row,,,,,,11,0,
A,43,3070,none,,,,,,10,0,
A,43,3071,single_row,,,,,,13,0,
A,43,3072,none,,,,,,10,0,
A,43,3073,single_row,,,,,,11,0,
A,43,3074,single_row,,,,,,12,0,
A,43,3075,none,,,,,,10,0,
A,43,3076,none,,,,,,12,0,
A,43,3077,none,,,,,,10,0,
A,43,3078,none,,,,,,10,0,
A,43,3079,none,,,,,,11,0,
A,43,3080,two_row,-0.24938823446467845,5.140598665302311,-0.024079424398643304,0.20400320835260882,0.08996189197698276,15,0,slope_mismatch
A,43,3081,none,,,,,,9,0,
A,43,3082,single_row,,,,,,12,0,
A,43,3083,single_row,,,,,,10,0,
A,43,3084,none,,,,,,12,0,
A,43,3085,single_row,,,,,,11,0,
A,43,3086,none,,,,,,10,0,
A,43,3087,none,,,,,,13,0,
A,43,3088,single_row,,,,,,14,1,
A,43,3089,none,,,,,,12,0,
A,43,3090,none,,,,,,14,0,
A,43,3091,none,,,,,,11,0,
A,43,3092,single_row,,,,,,13,0,
A,43,3093,single_row,,,,,,11,0,
A,43,3094,none,,,,,,9,0,
A,43,3095,none,,,,,,10,0,
A,43,3096,single_row,,,,,,9,0,
A,43,3097,single_row,,,,,,11,0,
A,43,3098,two_row,-0.1791941833031102,1.9391413853371597,-0.06825557543645525,0.1359702355225133,0.03385733004302903,12,0,slope_mismatch
A,43,3099,none,,,,,,9,0,
A,43,3100,none,,,,,,10,0,
A,43,3101,none,,,,,,9,0,
A,43,3102,single_row,,,,,,11,0,
A,43,3103,single_row,,,,,,12,0,
A,43,3104,single_row,,,,,,11,0,
A,43,3105,single_row,,,,,,11,0,
A,43,3106,single_row,,,,,,8,0,
A,43,3107,two_row,0.5143922663359135,2.9239913319919313,0.06963538467491731,0.03251986703078864,0.05107762585285298,11,0,
A,43,3108,two_row,-0.21640101071160567,0.9648990735640426,-0.10474198960132894,0.13842650562748643,0.016842258013078745,12,1,slope_mismatch
A,43,3109,two_row,0.46703007356031767,5.331534883713995,0.13638579674084478,0.05025889856853975,0.09332234765469227,11,0,
A,43,3110,single_row,,,,,,11,1,
A,43,3111,two_row,-0.21152112811315243,-0.5616148702089004,-0.09423796574228965,0.0746332806404773,-0.009802342550906173,11,1,
A,43,3112,single_row,,,,,,13,0,
A,43,3113,single_row,,,,,,10,0,
A,43,3114,two_row,-0.05757514777348405,-3.177982561799688,-0.16617148479713567,0.05512506456205903,-0.055523210117538316,11,0,slope_mismatch
A,43,3115,single_row,,,,,,10,0,
A,43,3116,two_row,-0.41369996448755875,0.5861779196499377,-0.13141922362953726,0.1518814069467574,0.010231091658610067,17,1,slope_mismatch
A,43,3117,single_row,,,,,,16,0,
A,43,3118,single_row,,,,,,10,0,
A,43,3119,single_row,,,,,,11,0,
A,43,3120,single_row,,,,,,15,1,
A,43,3121,single_row,,,,,,14,0,
A,43,3122,single_row,,,,,,13,1,
A,43,3123,single_row,,,,,,13,1,
A,43,3124,single_row,,,,,,11,0,
A,43,3125,single_row,,,,,,10,0,
A,43,3126,single_row,,,,,,10,0,
A,43,3127,single_row,,,,,,13,1,
A,43,3128,two_row,-0.20819460413013302,-1.6963010994240926,-0.07185523462988921,0.012625849839623298,-0.02961469239513296,13,0,
A,43,3129,two_row,-0.2806223265027233,1.3391187835085452,-0.05775242106311581,0.10450499796242273,0.02337628844965346,9,0,
A,43,3130,two_row,-0.36506159085776657,-1.057628753624971,-0.08739726184941035,0.05047486009691736,-0.018461200876246496,13,0,
A,43,3131,two_row,-0.2808326354454758,0.6046459787005819,-0.08529436151093948,0.10640127133003227,0.010553454909546393,10,0,
A,43,3132,two_row,-0.22597778520834577,-1.9755128562384445,-0.07664124563575497,0.007655498847084861,-0.03449287339433506,14,0,
A,43,3133,two_row,-0.18742595551270658,-2.469754597721609,-0.0907906579627085,0.00452652415081349,-0.0431320669059475,12,0,
A,43,3134,two_row,-0.44061646092082024,0.4183489873332857,-0.05078948864153054,0.06539288266150474,0.007301697009987101,11,0,
A,43,3135,two_row,-0.18813148894011889,-0.2470530111273369,-0.054350948401710904,0.04572711801351806,-0.0043119151940964225,11,0,
A,43,3136,two_row,-0.13774985481608493,-2.6034537891455574,-0.06968598602118445,-0.02125429145719757,-0.04547013873919101,12,0,
A,43,3137,two_row,0.005082518224362342,-2.7730452995564265,-0.14871639298118292,0.05184319968429392,-0.0484365966484445,10,0,slope_mismatch
A,43,3138,single_row,,,,,,11,0,
A,43,3139,two_row,0.10760628347872714,-4.3074584746718365,-0.16915718447114433,0.01851460471482156,-0.07532128987816139,16,0,
A,43,3140,single_row,,,,,,10,0,
A,43,3141,single_row,,,,,,15,0,
A,43,3142,single_row,,,,,,11,0,
A,43,3143,single_row,,,,,,12,0,
A,43,3144,single_row,,,,,,14,0,
A,43,3145,two_row,0.07867111728574239,-6.495669527399892,-0.18925202716771275,-0.038466066460952505,-0.11385904681433262,14,0,
A,43,3146,none,,,,,,12,0,
A,43,3147,single_row,,,,,,14,0,
A,43,3148,single_row,,,,,,14,0,
A,43,3149,single_row,,,,,,17,0,
A,43,3150,none,,,,,,16,0,
A,43,3151,two_row,-0.05528078682394966,-8.765570306823882,-0.23082035949399587,-0.07756548767348444,-0.15419292358374015,18,1,
A,43,3152,none,,,,,,13,0,
A,43,3153,single_row,,,,,,13,0,
A,43,3154,single_row,,,,,,16,0,
A,43,3155,none,,,,,,14,0,
A,43,3156,single_row,,,,,,14,0,
A,43,3157,none,,,,,,8,0,
A,43,3158,single_row,,,,,,10,0,
A,43,3159,none,,,,,,7,0,
A,43,3160,none,,,,,,6,0,
A,43,3161,none,,,,,,6,0,
A,43,3162,none,,,,,,9,0,
A,43,3163,none,,,,,,11,0,
A,43,3164,single_row,,,,,,13,0,
A,43,3165,none,,,,,,10,0,
A,43,3166,none,,,,,,10,0,
A,43,3167,none,,,,,,9,0,
A,43,3168,none,,,,,,6,0,
A,43,3169,none,,,,,,5,0,
A,43,3170,none,,,,,,8,0,
A,43,3171,none,,,,,,5,0,
A,43,3172,single_row,,,,,,12,0,
A,43,3173,none,,,,,,8,0,
A,43,3174,none,,,,,,9,0,
A,43,3175,none,,,,,,9,0,
A,43,3176,none,,,,,,7,0,
A,43,3177,none,,,,,,9,0,
A,43,3178,none,,,,,,9,0,
A,43,3179,single_row,,,,,,11,0,
A,43,3180,single_row,,,,,,10,0,
A,43,3181,single_row,,,,,,10,0,
A,43,3182,single_row,,,,,,9,0,
A,43,3183,single_row,,,,,,11,0,
A,43,3184,single_row,,,,,,12,0,
A,43,3185,none,,,,,,9,0,
A,43,3186,single_row,,,,,,9,0,
A,43,3187,single_row,,,,,,11,0,
A,43,3188,none,,,,,,11,0,
A,43,3189,none,,,,,,9,0,
A,43,3190,none,,,,,,11,0,
A,43,3191,none,,,,,,15,0,
A,43,3192,none,,,,,,12,0,
