arm,seed,i,cls,offset,heading,mL,mR,mc,n_base,adj,flags
A,42,670,none,,,,,,5,0,
A,42,671,none,,,,,,12,0,
A,42,672,none,,,,,,7,0,
A,42,673,none,,,,,,8,0,
A,42,674,none,,,,,,8,0,
A,42,675,none,,,,,,8,0,
A,42,676,none,,,,,,10,0,
A,42,677,none,,,,,,13,0,
A,42,678,none,,,,,,7,0,
A,42,679,none,,,,,,8,0,
A,42,680,none,,,,,,8,0,
A,42,681,none,,,,,,11,0,
A,42,682,none,,,,,,12,0,
A,42,683,none,,,,,,10,0,
A,42,684,none,,,,,,4,0,
A,42,685,none,,,,,,7,0,
A,42,686,none,,,,,,9,0,
A,42,687,none,,,,,,8,0,
A,42,688,none,,,,,,13,0,
A,42,689,none,,,,,,14,0,
A,42,690,none,,,,,,15,0,
A,42,691,none,,,,,,13,0,
A,42,692,none,,,,,,13,0,
A,42,693,none,,,,,,7,0,
A,42,723,none,,,,,,9,0,
A,42,724,none,,,,,,9,0,
A,42,725,none,,,,,,11,0,
A,42,726,none,,,,,,11,0,
A,42,727,none,,,,,,12,0,
A,42,728,none,,,,,,11,0,
A,42,729,none,,,,,,14,0,
A,42,730,none,,,,,,10,0,
A,42,731,none,,,,,,14,0,
A,42,732,none,,,,,,13,0,
A,42,733,single_row,,,,,,17,0,
A,42,734,single_row,,,,,,14,0,
A,42,735,single_row,,,,,,14,0,
A,42,736,single_row,,,,,,16,0,
A,42,737,single_row,,,,,,13,0,
A,42,738,single_row,,,,,,16,0,
A,42,739,single_row,,,,,,19,0,
A,42,740,single_row,,,,,,14,0,
A,42,741,single_row,,,,,,17,0,
A,42,742,two_row,0.6842875566891837,0.907124547644953,-0.0711942727377244,0.10286153887328191,0.015833633067778755,18,1,
A,42,743,two_row,0.6029087278768057,-0.2599368562760334,-0.16954200345424172,0.1604684332244017,-0.004536785114920006,16,0,slope_mismatch
