seed,frame,cls,uc,v
42,3911,0,386.0,487.0
42,3911,0,196.9,518.0
42,3911,0,172.0,543.0
42,3911,1,145.9,622.0
42,3911,0,368.5,460.0
42,3911,1,149.1,625.5
42,3911,0,414.2,527.0
42,3912,1,142.8,627.0
42,3912,0,365.2,449.5
42,3912,0,382.5,473.5
42,3912,1,228.8,448.0
42,3912,0,165.5,570.0
42,3912,0,473.5,570.5
42,3912,0,166.0,532.0
42,3912,0,228.8,448.0
42,3912,0,414.5,526.5
42,3912,0,191.5,495.5
42,3912,0,208.4,464.0
42,3912,0,414.2,529.5
42,3912,1,443.5,600.0
42,3913,1,139.2,626.5
42,3913,0,366.5,450.0
42,3913,1,229.5,441.5
42,3913,0,209.5,458.0
42,3913,0,165.5,554.0
42,3913,0,476.0,580.0
42,3913,0,384.0,472.8
42,3913,0,192.0,497.0
42,3913,0,414.5,523.5
42,3914,1,137.5,632.0
42,3914,0,386.5,483.5
42,3914,0,419.0,527.0
42,3914,0,209.8,459.0
42,3914,0,367.5,454.0
42,3914,1,230.2,437.5
42,3914,0,165.0,546.5
42,3914,0,192.0,498.0
42,3914,1,356.0,444.2
42,3914,0,481.5,564.5
42,3915,0,366.0,452.0
42,3915,1,134.2,610.0
42,3915,1,226.8,444.5
42,3915,0,383.5,477.0
42,3915,0,206.2,463.8
42,3915,1,248.8,352.2
42,3915,0,482.0,588.0
42,3915,0,418.0,531.0
42,3916,0,366.0,448.5
42,3916,0,420.0,528.0
42,3916,0,628.0,639.0
42,3916,1,131.5,617.5
42,3916,0,385.0,484.0
42,3916,0,484.0,573.0
42,3916,0,187.1,505.0
42,3916,1,226.5,439.8
42,3916,1,247.2,351.0
42,3916,0,484.0,636.0
42,3916,0,158.2,550.0
42,3916,0,205.5,464.5
42,3917,0,366.5,450.5
42,3917,0,419.8,529.0
42,3917,0,632.5,610.0
42,3917,0,385.5,486.5
42,3917,0,186.0,505.0
42,3917,0,156.8,547.0
42,3917,0,486.5,586.0
42,3918,0,387.0,473.2
42,3918,0,423.5,523.5
42,3918,0,367.2,451.0
42,3918,0,185.6,508.5
42,3918,0,489.0,588.0
42,3918,0,155.8,549.5
42,3918,0,204.2,468.0
42,3918,1,354.2,440.0
42,3918,1,247.0,350.5
42,3919,0,149.0,554.5
42,3919,0,364.5,449.2
42,3919,0,419.5,534.0
42,3919,0,178.9,516.0
42,3919,0,384.0,487.0
42,3919,1,120.2,640.0
42,3919,0,199.9,472.8
42,3920,0,367.0,453.5
42,3920,0,387.0,483.2
42,3920,0,149.1,564.5
42,3920,0,423.5,525.5
42,3920,1,119.6,634.5
42,3920,0,201.8,478.5
42,3920,0,180.1,510.2
42,3920,1,119.0,569.5
42,3921,1,111.1,639.5
42,3921,1,220.5,450.8
42,3921,0,421.0,527.0
42,3921,0,197.0,476.5
42,3921,0,363.5,454.5
42,3921,0,383.5,486.8
42,3921,0,175.1,523.5
42,3921,0,352.5,451.5
42,3922,1,110.1,640.0
42,3922,0,366.0,457.0
42,3922,0,423.0,531.5
42,3922,0,386.0,487.5
42,3922,0,143.5,568.5
42,3922,0,198.0,479.0
42,3922,0,175.9,522.0
42,3923,0,423.5,531.0
42,3923,0,171.8,515.5
42,3923,0,363.5,452.5
42,3923,1,101.5,640.0
42,3923,1,218.0,448.5
42,3923,1,456.2,376.5
42,3923,0,137.8,531.0
42,3923,1,226.6,236.5
42,3923,0,193.8,478.5
42,3923,0,137.5,574.5
42,3923,0,83.1,638.0
42,3923,0,384.0,480.0
42,3924,0,365.5,449.2
42,3924,0,386.0,497.5
42,3924,0,424.8,530.5
42,3924,1,100.6,640.0
42,3924,0,81.7,640.0
42,3924,0,172.0,512.0
42,3924,0,136.4,575.0
42,3924,1,218.1,448.0
42,3924,0,353.2,444.0
42,3924,1,225.2,235.2
42,3925,0,424.5,548.0
42,3925,0,189.4,480.0
42,3925,0,130.1,577.0
42,3925,0,363.0,454.0
42,3925,1,214.8,449.8
42,3925,1,460.5,636.0
42,3925,1,93.3,640.0
42,3925,0,383.5,489.8
42,3925,1,589.0,487.2
42,3925,1,91.9,640.0
42,3925,0,165.8,535.5
42,3925,0,213.5,450.8
42,3925,0,503.5,633.5
42,3926,1,216.8,457.8
42,3926,0,426.0,543.5
42,3926,0,365.0,461.5
42,3926,0,386.2,499.0
42,3926,0,190.8,479.2
42,3926,1,465.2,639.0
42,3926,1,92.9,640.0
42,3926,1,91.6,640.0
42,3926,0,131.0,580.0
42,3926,0,166.8,528.0
42,3926,1,224.5,245.0
42,3926,0,74.0,640.0
42,3926,1,238.8,352.0
42,3926,1,463.0,381.5
42,3927,0,365.5,463.2
42,3927,0,429.2,554.5
42,3927,1,87.8,640.0
42,3927,0,67.6,640.0
42,3927,1,216.0,460.5
42,3927,0,386.8,511.5
42,3927,0,513.5,637.0
42,3927,0,127.5,584.0
42,3927,1,468.0,638.0
42,3927,0,622.0,455.5
42,3927,1,224.8,240.8
42,3927,0,353.0,463.5
42,3928,0,428.8,555.5
42,3928,0,366.0,470.5
42,3928,0,63.1,640.0
42,3928,0,365.8,465.0
42,3928,1,84.8,640.0
42,3928,0,125.7,587.0
42,3928,0,515.9,638.0
42,3928,1,469.5,640.0
42,3928,0,387.0,519.0
42,3928,1,84.2,639.5
42,3928,0,163.8,552.0
42,3928,1,226.9,247.5
42,3928,1,312.5,356.8
42,3929,1,77.4,639.0
42,3929,0,429.5,552.5
42,3929,0,519.0,639.0
42,3929,0,364.5,471.8
42,3929,1,77.8,640.0
42,3929,0,54.1,640.0
42,3929,0,386.5,507.5
42,3929,0,186.0,488.5
42,3929,0,212.4,457.0
42,3929,1,212.8,457.5
42,3929,0,119.9,570.5
42,3929,1,471.0,640.0
42,3929,1,237.0,355.5
42,3929,1,226.2,239.0
42,3930,0,49.1,640.0
42,3930,0,390.0,520.0
42,3930,0,367.0,462.5
42,3930,0,433.2,551.5
42,3930,1,74.1,640.0
42,3930,0,187.2,488.5
42,3930,1,215.1,454.5
42,3930,0,119.9,591.0
42,3930,1,313.2,350.0
42,3930,1,226.8,233.0
42,3930,0,529.5,639.5
42,3931,1,66.7,640.0
42,3931,0,363.2,471.5
42,3931,0,431.0,563.5
42,3931,0,37.7,640.0
42,3931,0,386.0,523.0
42,3931,0,112.4,592.5
42,3931,0,155.0,526.5
42,3931,0,528.0,640.0
42,3931,1,474.8,640.0
42,3931,0,182.0,493.5
42,3932,1,60.8,640.0
42,3932,0,365.2,469.0
42,3932,0,31.7,639.5
42,3932,0,432.2,559.5
42,3932,0,387.5,524.5
42,3932,0,365.2,466.8
42,3932,1,442.0,184.1
42,3932,1,326.0,350.5
42,3932,0,110.4,601.5
42,3932,0,352.5,463.8
42,3933,0,28.3,639.0
42,3933,1,57.1,640.0
42,3933,0,365.5,464.5
42,3933,1,28.2,640.0
42,3933,0,365.2,463.5
42,3933,0,434.5,565.0
42,3933,0,388.0,508.2
42,3933,0,108.0,602.5
42,3933,0,388.5,538.0
42,3933,0,152.8,552.5
42,3933,0,352.5,463.5
42,3933,1,476.8,412.0
42,3934,1,50.1,639.0
42,3934,0,365.2,470.0
42,3934,0,436.5,566.5
42,3934,0,388.8,530.5
42,3934,0,365.2,465.8
42,3934,0,103.1,615.0
42,3934,1,484.0,640.0
42,3934,0,352.5,464.2
42,3935,0,11.8,640.0
42,3935,1,43.9,640.0
42,3935,0,437.8,568.5
42,3935,0,365.8,469.0
42,3935,0,389.5,536.0
42,3935,0,100.7,619.0
42,3935,0,365.5,467.0
42,3935,1,325.5,350.0
42,3935,0,352.5,465.0
42,3935,1,12.0,639.5
42,3935,1,485.5,639.5
42,3935,1,220.8,237.0
42,3936,1,40.1,640.0
42,3936,1,489.5,639.0
42,3936,0,96.8,612.0
42,3936,0,366.8,467.5
42,3936,0,391.5,538.5
42,3936,1,326.0,353.0
42,3936,0,147.6,568.0
42,3936,1,350.5,461.0
42,3936,0,440.0,572.5
42,3936,1,491.5,639.0
42,3936,1,349.2,462.5
42,3937,0,389.5,535.0
42,3937,1,30.3,640.0
42,3937,0,141.4,568.5
42,3937,0,365.0,481.0
42,3937,1,490.5,640.0
42,3937,0,439.5,580.0
42,3937,1,492.5,639.0
42,3937,1,348.0,465.0
42,3937,0,172.8,507.0
42,3938,1,492.5,639.0
42,3938,0,364.8,480.0
42,3938,0,138.9,552.5
42,3938,0,389.2,538.0
42,3938,0,171.5,515.5
42,3938,0,439.0,586.5
42,3938,0,390.5,559.0
42,3938,1,23.9,640.0
42,3938,0,86.4,634.0
42,3938,1,232.8,367.8
42,3938,1,369.5,233.2
42,3939,1,499.0,638.0
42,3939,0,138.1,559.5
42,3939,1,18.1,640.0
42,3939,0,171.4,518.0
42,3939,0,366.0,475.5
42,3939,0,392.0,548.5
42,3939,0,445.0,592.0
42,3939,0,352.5,475.2
42,3940,0,133.9,583.0
42,3940,0,366.0,481.5
42,3940,0,74.9,636.0
42,3940,1,502.5,637.5
42,3940,0,391.5,522.5
42,3940,0,169.8,519.5
42,3940,0,445.5,599.0
42,3941,0,390.5,546.0
42,3941,0,364.0,492.5
42,3941,0,130.1,586.0
42,3941,0,445.0,597.5
42,3941,0,68.9,633.5
42,3941,1,347.8,471.0
42,3941,1,501.8,639.0
42,3941,1,502.8,640.0
42,3941,1,218.2,365.0
42,3941,1,4.7,619.0
42,3941,1,3.7,587.0
42,3942,0,365.8,492.5
42,3942,0,392.2,525.0
42,3942,0,129.5,588.0
42,3942,0,16.6,497.0
42,3942,0,393.0,554.0
42,3942,0,447.8,601.0
42,3942,1,218.2,371.5
42,3942,0,165.9,523.5
42,3942,1,200.5,477.5
42,3942,1,294.2,295.2
42,3943,0,393.0,530.0
42,3943,0,366.0,484.0
42,3943,0,126.7,573.0
42,3943,1,199.8,478.5
42,3943,0,450.0,604.0
42,3943,1,194.0,477.5
42,3943,1,216.1,363.2
42,3943,1,195.2,478.5
42,3943,1,293.0,289.5
42,3943,0,164.2,522.0
42,3944,0,391.0,529.0
42,3944,0,119.0,574.5
42,3944,0,363.5,478.2
42,3944,1,345.0,472.0
42,3944,1,194.5,482.2
42,3944,0,449.2,593.5
42,3944,1,213.0,239.8
42,3944,1,364.0,230.0
42,3944,1,300.8,245.5
42,3945,0,118.1,575.0
42,3945,0,365.0,487.0
42,3945,0,393.0,541.0
42,3945,0,451.8,633.0
42,3945,1,347.5,472.5
42,3945,1,196.5,483.5
42,3945,1,516.5,640.0
42,3945,0,14.5,513.5
42,3945,1,213.0,229.5
42,3946,0,453.5,636.0
42,3946,0,115.6,598.5
42,3946,0,365.0,487.5
42,3946,0,392.8,525.0
42,3946,1,521.0,640.0
42,3946,1,348.0,473.5
42,3946,0,157.1,533.0
42,3946,0,393.5,556.0
42,3946,1,211.6,236.2
42,3946,1,516.0,543.0
42,3947,0,456.2,638.0
42,3947,0,112.1,593.0
42,3947,0,364.5,485.5
42,3947,0,392.5,517.0
42,3947,1,208.2,488.0
42,3947,1,345.8,477.5
42,3947,1,520.1,640.0
42,3947,1,212.2,237.2
42,3947,0,155.1,536.5
42,3947,1,348.8,477.0
42,3947,0,5.1,517.0
42,3948,0,455.8,637.0
42,3948,0,363.5,483.5
42,3948,0,107.1,581.5
42,3948,0,107.2,612.5
42,3948,0,392.5,529.0
42,3948,0,526.0,640.0
42,3948,1,521.0,640.0
42,3948,1,208.9,231.2
42,3948,0,152.0,540.5
42,3949,0,456.5,638.5
42,3949,1,526.0,640.0
42,3949,0,364.0,485.0
42,3949,0,392.5,564.0
42,3949,1,531.0,640.0
42,3949,0,105.4,587.0
42,3949,0,150.2,538.5
42,3950,0,105.2,586.5
42,3950,0,364.5,487.0
42,3950,1,529.0,639.0
42,3950,0,393.5,533.0
42,3950,0,150.5,537.0
42,3950,0,458.5,639.0
42,3950,1,345.0,480.5
42,3950,0,347.2,477.5
42,3950,1,209.1,242.5
42,3950,1,210.5,232.5
42,3950,1,533.0,640.0
42,3951,0,101.0,597.5
42,3951,0,394.0,535.5
42,3951,1,534.0,638.0
42,3951,0,364.5,493.0
42,3951,0,148.8,537.0
42,3951,1,209.8,228.5
42,3951,1,188.8,487.0
42,3951,1,310.2,353.0
42,3951,0,347.5,478.2
42,3951,0,462.5,638.0
42,3952,0,363.2,491.0
42,3952,0,98.8,587.0
42,3952,0,392.5,546.0
42,3952,0,461.0,638.5
42,3952,1,201.2,485.0
42,3952,0,146.6,543.0
42,3952,1,535.0,639.0
42,3952,1,344.2,477.0
42,3952,1,186.5,485.5
42,3952,1,328.2,355.5
42,3953,0,100.2,594.5
42,3953,0,366.5,489.0
42,3953,0,396.0,532.5
42,3953,1,348.5,477.8
42,3953,1,290.0,237.2
42,3953,0,466.5,635.5
42,3953,1,188.2,484.5
42,3954,0,364.0,487.5
42,3954,0,143.4,544.0
42,3954,0,394.5,536.5
42,3954,0,94.8,590.0
42,3954,1,201.5,490.0
42,3954,1,547.5,640.0
42,3954,1,328.5,355.2
42,3954,0,12.7,630.0
42,3955,0,144.4,543.0
42,3955,0,365.5,491.2
42,3955,0,396.0,532.0
42,3955,1,201.2,487.8
42,3955,1,345.0,482.5
42,3955,0,96.1,594.0
42,3955,0,347.5,480.5
42,3955,0,470.0,636.0
42,3955,1,186.0,488.5
42,3956,1,185.0,493.0
42,3956,0,90.8,629.0
42,3956,0,365.5,490.5
42,3956,0,470.0,635.0
42,3956,0,142.5,551.0
42,3956,1,345.2,486.0
42,3956,0,396.8,543.0
42,3956,0,347.5,483.8
42,3956,1,552.0,640.0
42,3957,1,562.0,640.0
42,3957,1,184.6,495.5
42,3957,0,141.5,554.5
42,3957,0,366.2,495.0
42,3957,0,88.7,621.5
42,3957,0,348.0,489.0
42,3957,1,345.8,489.0
42,3957,0,473.8,638.5
42,3957,0,398.0,568.5
42,3958,1,183.5,495.2
42,3958,0,140.0,554.5
42,3958,0,347.8,487.5
42,3958,0,398.5,526.5
42,3958,0,366.5,497.0
42,3958,0,475.5,633.0
42,3958,0,88.4,624.0
42,3958,1,566.0,640.0
42,3958,1,211.4,376.0
42,3958,1,345.8,487.5
42,3958,0,398.5,554.0
42,3958,1,208.5,371.0
42,3959,1,571.0,640.0
42,3959,1,183.6,494.5
42,3959,0,140.0,552.0
42,3959,0,479.0,633.0
42,3959,1,348.0,489.5
42,3959,0,85.9,630.5
42,3959,1,346.0,487.8
42,3959,0,366.8,492.5
42,3959,1,228.2,292.0
42,3960,0,112.1,582.5
42,3960,0,637.0,632.0
42,3960,1,198.5,377.5
42,3960,1,342.5,501.5
42,3960,0,366.0,501.5
42,3960,1,325.0,364.5
42,3960,1,167.2,508.5
42,3961,0,111.9,584.5
42,3961,0,507.2,640.0
42,3961,1,198.4,377.0
42,3961,1,343.0,503.2
42,3961,1,325.0,363.5
42,3962,0,109.9,587.5
42,3962,0,508.5,639.5
42,3962,1,166.2,517.0
42,3962,1,198.8,381.2
42,3962,0,404.5,558.5
42,3962,1,342.5,503.0
42,3962,1,281.2,290.8
42,3963,0,110.7,588.5
42,3963,0,513.0,640.0
42,3963,1,325.5,363.0
42,3963,1,345.0,507.8
42,3964,1,165.2,515.5
42,3964,1,343.5,506.5
42,3964,0,107.6,590.5
42,3964,0,28.2,638.5
42,3964,0,17.2,468.5
42,3964,1,199.0,379.0
42,3964,0,365.5,500.0
42,3964,1,281.5,295.5
42,3965,0,105.6,594.5
42,3965,1,163.6,517.5
42,3965,1,343.0,510.0
42,3965,1,197.8,290.5
42,3966,0,104.9,593.5
42,3966,1,163.2,521.0
42,3966,0,23.2,638.5
42,3966,1,341.5,507.0
42,3966,0,406.2,587.5
42,3967,1,165.8,523.5
42,3967,0,105.9,593.0
42,3967,0,22.8,639.5
42,3967,1,345.0,510.8
42,3967,0,632.0,640.0
42,3967,1,325.0,366.5
42,3968,0,103.2,599.0
42,3968,0,17.7,639.5
42,3968,1,163.0,522.0
42,3968,1,343.5,509.5
42,3968,0,633.0,640.0
42,3968,0,623.0,639.0
42,3968,1,197.5,286.0
42,3969,0,13.7,639.5
42,3969,0,101.6,607.5
42,3969,1,340.5,509.0
42,3969,1,196.5,292.5
42,3969,1,280.0,301.5
42,3970,0,13.5,639.5
42,3970,0,102.2,602.5
42,3970,1,162.2,523.0
42,3970,1,344.0,513.0
42,3971,0,12.6,638.5
42,3971,0,102.1,608.5
42,3971,1,162.9,525.5
42,3971,1,197.4,268.2
42,3972,0,9.6,639.0
42,3972,0,99.1,608.5
42,3972,0,543.0,640.0
42,3972,0,409.0,563.0
42,3972,1,196.6,289.8
42,3972,1,323.2,363.8
42,3973,0,365.5,537.0
42,3973,0,95.6,607.0
42,3974,0,94.8,606.0
42,3974,0,365.2,532.0
42,3974,1,157.8,528.5
42,3974,1,341.0,518.0
42,3974,1,357.0,230.4
42,3975,0,94.4,608.5
42,3975,1,157.9,528.5
42,3976,0,364.5,527.0
42,3976,0,408.0,588.0
42,3976,1,340.5,518.0
42,3976,1,312.0,363.5
42,3976,0,365.0,500.5
42,3976,1,310.0,261.8
42,3976,0,90.8,603.0
42,3977,1,155.0,533.0
42,3977,0,364.5,515.0
42,3977,1,340.2,516.5
42,3977,0,89.3,607.0
42,3977,1,315.8,363.5
42,3978,1,155.0,532.5
42,3978,1,340.5,516.0
42,3978,1,321.0,361.5
42,3978,1,339.0,509.5
42,3978,1,213.5,264.0
42,3979,1,340.0,521.0
42,3979,0,410.5,586.0
42,3979,1,13.5,216.8
42,3980,0,363.5,498.0
42,3980,1,151.2,533.5
42,3980,1,339.5,518.0
42,3980,1,9.9,209.5
42,3980,1,337.2,520.5
42,3981,1,149.2,535.0
42,3981,0,362.8,529.5
42,3981,0,80.6,593.5
42,3981,0,408.0,634.0
42,3981,0,339.0,528.5
42,3982,1,149.5,534.0
42,3982,0,363.8,504.0
42,3982,0,80.6,599.5
42,3982,0,339.5,528.5
42,3982,1,188.6,294.2
42,3983,1,150.8,533.0
42,3983,0,81.9,587.5
42,3983,1,340.0,526.5
42,3983,0,366.5,509.0
42,3983,1,357.8,208.0
42,3983,0,365.0,530.0
42,3983,0,341.0,529.5
42,3983,1,309.5,252.5
42,3984,1,148.2,535.5
42,3984,0,79.2,622.5
42,3984,0,339.5,526.5
42,3984,0,364.0,513.0
42,3984,0,413.0,639.0
42,3984,1,339.5,524.0
42,3984,1,276.8,305.5
42,3985,0,77.8,615.0
42,3985,0,339.5,528.0
42,3985,1,339.5,524.5
42,3985,0,364.5,517.5
42,3985,1,147.8,533.5
42,3985,1,336.8,526.5
42,3986,1,149.4,533.5
42,3986,1,340.0,527.5
42,3986,0,79.3,612.0
42,3986,1,341.8,533.5
42,3987,1,151.5,534.0
42,3987,0,81.1,589.0
42,3987,0,370.0,513.5
42,3987,1,280.0,303.5
42,3987,1,344.5,526.0
42,3987,1,280.5,356.0
42,3988,1,151.8,534.5
42,3988,0,81.1,580.5
42,3988,1,362.0,193.0
42,3988,0,371.0,539.0
42,3989,0,427.8,639.0
42,3989,0,376.0,533.0
42,3990,0,355.8,534.5
42,3990,0,381.5,570.0
42,3990,0,381.0,535.5
42,3990,1,10.3,218.8
42,3990,0,434.0,639.0
42,3991,1,164.5,537.5
42,3991,0,359.8,535.5
42,3991,0,385.5,511.5
42,3991,1,204.5,384.8
42,3991,0,438.8,639.5
42,3991,1,373.0,214.5
42,3991,0,614.0,519.5
42,3992,0,389.5,607.5
42,3992,1,167.9,536.5
42,3992,0,388.0,547.0
42,3993,0,392.0,510.0
42,3993,1,215.2,380.5
42,3993,0,447.2,639.0
42,3993,1,170.2,536.0
42,3994,0,394.5,561.5
42,3994,0,370.0,539.0
42,3994,1,171.8,539.5
42,3994,1,214.5,387.2
42,3995,1,386.0,196.0
42,3995,1,172.6,543.5
42,3995,1,386.0,189.0
42,3995,0,370.0,544.5
42,3995,0,396.8,546.0
42,3995,1,386.0,200.1
42,3996,1,387.0,189.8
42,3996,1,173.0,542.0
42,3996,0,372.0,548.0
42,3996,1,357.0,149.8
42,3997,0,403.5,524.0
42,3997,1,174.2,542.5
42,3997,0,461.5,639.0
42,3997,1,373.0,542.5
42,3997,1,370.2,541.5
42,3997,1,307.0,245.5
42,3998,0,407.8,527.0
42,3998,0,470.5,638.0
42,3998,1,176.4,541.0
42,3999,0,412.0,522.0
42,3999,1,180.0,537.5
42,3999,1,379.0,536.0
42,4000,0,417.5,529.5
42,4000,1,184.0,545.5
42,4000,0,387.5,554.0
42,4000,1,232.8,377.0
42,4001,1,405.0,218.5
42,4001,1,321.8,233.8
42,4001,0,428.5,553.5
42,4001,1,394.0,540.5
42,4001,0,496.2,640.0
42,4002,1,198.1,549.5
42,4002,0,178.9,491.5
42,4002,0,403.0,544.5
42,4002,0,436.0,532.5
42,4002,1,412.5,207.0
42,4003,0,442.0,528.0
42,4004,0,444.2,525.5
42,4004,1,201.5,547.5
42,4005,0,448.8,531.0
42,4005,1,203.9,546.5
42,4006,0,451.8,531.5
42,4006,1,203.5,547.5
42,4007,0,455.0,533.0
42,4008,1,202.9,562.0
42,4008,0,460.8,536.5
42,4008,0,631.0,632.0
42,4009,1,200.8,557.0
42,4009,0,464.5,541.0
42,4010,1,199.8,556.5
42,4010,0,105.6,639.0
42,4010,0,469.0,545.5
42,4011,1,199.8,559.5
42,4011,0,101.1,637.0
42,4012,0,174.2,494.5
42,4012,1,199.0,562.0
42,4013,1,526.0,184.2
42,4013,1,199.0,559.0
42,4013,0,440.5,560.0
42,4014,0,634.0,638.0
42,4014,0,440.5,557.0
42,4015,0,497.8,639.0
42,4016,0,502.2,639.0
42,4016,1,193.2,549.5
42,4016,0,22.0,488.5
42,4017,0,507.5,575.0
42,4018,0,56.7,637.0
42,4018,0,516.1,634.0
42,4018,1,431.5,576.0
42,4018,0,452.5,577.5
42,4018,1,187.9,576.0
42,4019,1,186.5,572.0
42,4019,0,6.0,485.0
42,4019,0,46.2,639.0
42,4020,1,185.6,572.0
42,4021,0,20.1,634.0
42,4021,1,182.1,580.0
42,4022,0,630.0,585.0
42,4022,1,179.2,580.0
42,4022,0,14.6,639.0
42,4022,0,109.9,479.2
42,4023,0,10.1,639.0
42,4023,0,468.5,590.0
42,4023,1,180.9,594.0
42,4024,1,173.6,604.5
42,4024,1,173.5,602.0
42,4024,0,99.7,491.0
42,4025,0,478.0,602.0
42,4025,1,170.2,633.0
42,4025,0,92.4,493.5
42,4026,0,479.0,612.0
42,4026,0,86.7,496.2
42,4026,0,126.6,525.0
42,4026,1,167.8,612.0
42,4026,1,167.2,632.0
42,4027,1,166.9,615.5
42,4027,0,81.2,501.5
42,4028,1,164.6,623.5
42,4028,0,76.2,508.2
42,4028,1,398.0,220.2
42,4028,1,444.5,159.5
42,4029,0,79.3,513.5
42,4029,1,406.0,241.8
42,4029,1,170.5,633.0
42,4030,0,80.1,512.0
42,4030,1,458.8,376.5
42,4030,1,172.2,637.0
42,4030,1,458.2,374.0
42,4030,0,633.0,577.5
42,4030,0,81.0,512.0
42,4031,0,74.6,518.5
42,4031,0,73.2,518.0
42,4031,1,171.9,584.5
42,4032,0,68.6,523.5
42,4032,1,365.2,273.5
42,4032,1,169.2,640.0
42,4033,0,51.9,539.0
42,4033,1,163.8,601.0
42,4034,1,158.2,604.5
42,4035,1,484.0,390.5
42,4035,1,150.8,640.0
42,4035,1,150.8,640.0
42,4036,1,136.8,640.0
42,4258,0,453.0,550.0
42,4258,0,398.5,483.0
42,4258,1,427.8,530.5
42,4258,0,199.8,561.5
42,4258,0,385.2,455.0
42,4258,1,428.0,528.0
42,4258,1,373.5,443.0
42,4258,0,230.5,498.8
42,4258,0,258.4,452.0
42,4258,0,250.0,463.0
42,4258,1,469.5,110.4
42,4258,1,32.8,52.9
42,4258,1,268.2,436.5
42,4258,1,220.5,534.5
42,4258,0,398.8,482.0
42,4258,0,265.2,443.5
42,4258,1,373.0,444.0
42,4258,1,221.9,212.4
42,4259,1,429.5,526.0
42,4259,0,455.5,556.5
42,4259,0,386.5,454.2
42,4259,0,199.8,566.5
42,4259,0,419.5,511.2
42,4259,0,400.5,480.0
42,4259,1,220.8,210.8
42,4259,0,232.2,507.5
42,4259,1,375.0,443.8
42,4259,1,468.5,114.2
42,4259,1,430.5,525.0
42,4259,1,5.8,497.8
42,4259,1,6.4,500.0
42,4259,1,267.0,433.5
42,4259,0,250.8,479.0
42,4259,1,220.6,540.5
42,4259,0,41.4,507.0
42,4259,0,258.4,455.5
42,4259,1,165.8,447.5
42,4260,0,197.2,577.5
42,4260,1,221.8,216.2
42,4260,0,453.8,552.0
42,4260,1,427.5,533.0
42,4260,0,399.0,481.8
42,4260,0,385.2,456.0
42,4260,1,429.5,525.5
42,4260,1,268.0,434.5
42,4260,0,248.0,466.5
42,4260,0,228.1,487.0
42,4260,0,101.5,566.0
42,4260,1,373.0,443.0
42,4260,1,469.0,114.2
42,4260,0,264.5,439.2
42,4260,0,14.3,639.0
42,4260,0,418.0,511.5
42,4260,1,217.2,546.5
42,4260,0,148.8,633.0
42,4260,1,217.8,538.5
42,4260,0,399.0,481.5
42,4261,1,432.8,538.0
42,4261,0,459.0,561.0
42,4261,0,401.5,480.5
42,4261,0,198.2,581.0
42,4261,0,388.0,455.0
42,4261,0,422.0,513.5
42,4261,1,376.0,443.5
42,4261,1,220.8,534.0
42,4261,0,229.9,506.0
42,4261,1,432.5,541.0
42,4261,1,267.5,433.8
42,4261,1,471.2,113.1
42,4261,0,9.1,638.0
42,4261,0,250.8,474.5
42,4261,1,219.8,541.0
42,4261,0,259.0,458.0
42,4261,0,249.8,470.0
42,4262,0,456.5,557.5
42,4262,0,226.4,491.0
42,4262,1,428.5,528.5
42,4262,0,399.0,483.5
42,4262,0,385.0,455.5
42,4262,0,194.5,582.5
42,4262,0,246.5,470.8
42,4262,1,214.6,544.0
42,4262,0,142.8,637.0
42,4262,1,430.0,524.5
42,4262,1,214.9,548.0
42,4262,0,418.8,506.8
42,4262,0,92.2,570.0
42,4262,1,216.2,207.1
42,4262,1,372.5,442.0
42,4262,0,612.0,458.5
42,4262,1,418.5,510.0
42,4263,1,216.0,546.0
42,4263,1,217.4,214.2
42,4263,1,434.0,532.0
42,4263,1,268.8,436.0
42,4263,0,401.5,477.5
42,4263,0,461.0,557.5
42,4263,1,471.5,105.4
42,4263,0,387.2,452.0
42,4263,0,195.5,580.5
42,4263,0,228.2,491.8
42,4263,0,248.0,466.5
42,4263,0,142.8,637.0
42,4263,1,433.0,531.5
42,4263,0,422.0,511.0
42,4263,0,423.8,513.0
42,4263,1,375.5,440.0
42,4263,0,90.6,571.0
42,4263,0,265.2,441.5
42,4263,0,256.8,450.2
42,4263,1,268.0,442.0
42,4264,0,458.0,559.5
42,4264,0,398.8,482.8
42,4264,1,430.0,526.0
42,4264,0,192.2,583.0
42,4264,0,245.5,464.5
42,4264,0,384.8,454.8
42,4264,0,84.0,575.0
42,4264,0,224.0,484.0
42,4264,0,245.2,468.0
42,4264,1,265.0,438.0
42,4264,1,212.8,544.5
42,4264,0,419.0,511.5
42,4264,1,431.0,522.5
42,4264,0,616.0,459.5
42,4264,1,208.9,208.4
42,4264,0,253.6,452.0
42,4264,1,613.0,185.5
42,4264,1,158.5,421.5
42,4264,1,263.5,446.0
42,4264,0,399.0,482.0
42,4264,0,137.0,640.0
42,4264,0,383.5,450.5
42,4265,0,461.0,560.0
42,4265,0,80.1,579.0
42,4265,1,433.0,539.0
42,4265,0,386.0,453.5
42,4265,0,245.5,464.0
42,4265,0,190.2,584.0
42,4265,1,468.5,102.8
42,4265,0,224.1,483.0
42,4265,0,422.5,517.0
42,4265,1,217.2,207.2
42,4265,1,213.4,547.0
42,4265,0,400.5,481.5
42,4265,0,420.5,515.5
42,4265,0,254.4,450.0
42,4265,0,245.1,465.0
42,4265,1,433.0,534.0
42,4265,0,135.5,629.0
42,4265,0,188.4,549.5
