seed,frame,cls,uc,v
42,1996,0,558.5,639.0
42,1996,1,606.5,506.5
42,1996,0,240.0,571.5
42,1996,1,256.6,118.8
42,1997,1,617.0,639.0
42,1997,0,467.5,528.5
42,1997,1,434.5,485.5
42,1997,0,236.0,574.5
42,1997,1,290.2,484.8
42,1997,0,501.8,575.5
42,1997,1,129.3,640.0
42,1997,0,5.7,471.0
42,1997,1,366.0,353.5
42,1997,1,123.1,430.0
42,1997,1,123.4,494.5
42,1997,1,121.6,278.0
42,1998,0,232.2,580.0
42,1998,1,122.3,640.0
42,1998,1,629.0,638.0
42,1998,1,119.9,578.5
42,1998,0,504.8,573.0
42,1998,1,435.5,487.5
42,1998,0,469.5,530.5
42,1998,1,365.0,354.5
42,1998,1,5.7,640.0
42,1998,1,115.1,623.0
42,1998,1,288.5,478.0
42,1998,1,20.6,481.0
42,1998,0,9.0,460.5
42,1999,0,232.9,583.5
42,1999,1,114.9,640.0
42,1999,1,109.4,640.0
42,1999,1,366.0,351.5
42,1999,1,437.5,491.5
42,1999,0,580.5,622.5
42,1999,1,289.2,478.2
42,1999,0,472.5,529.0
42,1999,1,103.5,273.0
42,1999,0,509.8,571.0
42,1999,1,107.8,514.0
42,2000,0,228.2,586.5
42,2000,1,440.2,491.5
42,2000,1,101.9,640.0
42,2000,0,476.5,536.5
42,2000,1,599.0,181.5
42,2000,1,106.4,640.0
42,2000,1,289.2,480.0
42,2000,1,97.5,626.0
42,2000,1,368.2,350.0
42,2000,0,589.5,639.0
42,2000,0,264.0,503.5
42,2000,1,187.0,453.0
42,2001,0,229.8,584.0
42,2001,1,97.0,639.5
42,2001,1,440.0,488.0
42,2001,0,601.0,639.0
42,2001,1,83.8,624.0
42,2001,0,519.5,588.0
42,2001,1,365.8,347.5
42,2001,1,11.4,491.5
42,2001,1,287.8,479.0
42,2001,0,479.8,526.5
42,2001,1,89.0,640.0
42,2001,1,77.7,309.5
42,2001,1,600.0,639.0
42,2002,0,227.2,597.0
42,2002,1,84.0,639.5
42,2002,1,77.1,546.5
42,2002,1,285.5,491.5
42,2002,1,441.0,488.5
42,2002,1,365.2,347.5
42,2002,0,522.0,590.0
42,2002,1,79.2,516.0
42,2002,1,287.5,481.0
42,2002,0,481.0,536.5
42,2003,1,57.6,536.0
42,2003,0,217.4,609.0
42,2003,1,279.0,493.5
42,2003,1,436.5,493.5
42,2003,0,474.0,541.5
42,2003,1,60.0,639.0
42,2003,1,56.3,529.0
42,2003,1,435.2,455.0
42,2003,0,517.0,607.0
42,2004,0,472.2,543.5
42,2004,1,32.6,541.0
42,2004,1,38.4,639.5
42,2004,0,211.9,610.5
42,2004,1,355.2,347.5
42,2004,1,432.0,492.0
42,2004,1,275.0,494.0
42,2004,1,431.5,471.0
42,2004,1,127.3,495.5
42,2004,0,247.2,510.5
42,2004,1,39.3,532.5
42,2005,1,19.8,553.0
42,2005,0,200.0,614.5
42,2005,0,472.2,543.0
42,2005,1,20.2,538.0
42,2005,1,431.2,445.5
42,2005,1,270.5,492.5
42,2005,1,120.5,494.5
42,2005,0,518.0,587.0
42,2005,1,431.5,494.5
42,2005,1,272.5,480.0
42,2006,0,472.5,545.5
42,2006,0,624.0,639.0
42,2006,1,270.5,495.0
42,2006,0,520.0,589.0
42,2006,1,7.0,226.8
42,2006,1,351.0,345.2
42,2006,0,201.2,620.5
42,2006,1,271.5,486.0
42,2006,1,10.5,549.0
42,2006,1,430.5,440.5
42,2006,0,103.5,639.5
42,2006,1,10.1,553.0
42,2007,1,268.0,493.5
42,2007,1,431.0,454.0
42,2007,0,474.5,549.0
42,2007,1,432.0,496.8
42,2007,1,270.0,478.5
42,2007,0,91.4,636.5
42,2007,0,524.0,625.5
42,2007,0,199.1,622.0
42,2007,1,350.2,340.2
42,2008,0,475.5,554.5
42,2008,1,431.2,448.5
42,2008,1,266.5,495.5
42,2008,1,268.5,482.0
42,2008,0,193.8,626.5
42,2008,0,527.0,614.0
42,2008,1,431.5,499.5
42,2008,0,238.2,515.0
42,2008,1,126.6,491.0
42,2008,0,632.5,570.0
42,2009,1,265.0,500.0
42,2009,1,430.5,456.0
42,2009,0,476.8,559.0
42,2009,1,107.9,498.5
42,2009,1,349.2,350.5
42,2009,0,530.0,607.0
42,2009,1,430.5,504.5
42,2009,1,266.5,485.5
42,2009,0,134.0,487.0
42,2010,1,262.6,502.5
42,2010,1,431.5,459.0
42,2010,1,265.2,502.0
42,2010,0,59.9,639.0
42,2010,1,101.4,498.8
42,2010,0,535.0,620.0
42,2010,1,349.0,351.8
42,2010,1,432.0,508.5
42,2010,1,302.8,269.0
42,2010,0,16.7,635.0
42,2010,0,137.8,486.5
42,2010,0,480.0,566.0
42,2011,1,263.5,503.0
42,2011,0,483.5,574.5
42,2011,1,436.2,509.5
42,2011,1,349.0,349.8
42,2011,1,435.0,462.5
42,2011,1,293.0,151.0
42,2011,1,104.1,495.5
42,2012,1,261.2,508.5
42,2012,1,436.2,513.0
42,2012,0,487.0,545.0
42,2012,1,263.5,504.5
42,2012,1,434.8,463.2
42,2012,1,349.0,347.2
42,2012,0,178.9,593.0
42,2012,1,95.2,493.5
42,2013,1,260.8,508.0
42,2013,1,436.0,514.5
42,2013,0,488.0,548.5
42,2013,1,434.0,462.0
42,2013,1,261.5,483.0
42,2013,1,346.8,351.5
42,2014,1,261.2,505.5
42,2014,0,489.0,580.5
42,2014,1,263.0,505.2
42,2014,1,437.8,515.0
42,2014,0,555.0,633.0
42,2014,1,348.5,347.0
42,2014,0,175.8,609.5
42,2014,1,436.5,461.0
42,2015,0,490.0,583.0
42,2015,1,259.8,507.0
42,2015,1,437.2,519.0
42,2015,0,171.2,606.0
42,2015,1,347.0,347.8
42,2015,1,435.5,473.0
42,2015,0,558.0,639.5
42,2015,1,260.2,485.2
42,2016,0,492.5,586.0
42,2016,1,259.2,510.0
42,2016,0,168.5,607.5
42,2016,1,438.0,516.5
42,2016,1,348.0,345.0
42,2016,1,437.8,462.5
42,2017,0,496.2,591.0
42,2017,1,258.4,518.5
42,2017,1,439.0,471.5
42,2017,1,567.0,639.0
42,2017,1,348.5,353.0
42,2017,1,259.1,493.5
42,2018,1,259.8,523.5
42,2018,0,500.0,571.0
42,2018,1,349.0,351.5
42,2018,1,441.0,526.0
42,2019,0,497.0,604.0
42,2019,1,251.6,531.5
42,2019,1,436.8,517.5
42,2019,1,344.0,356.5
42,2019,0,149.2,639.5
42,2019,1,254.4,509.5
42,2020,0,500.5,608.5
42,2020,1,440.5,531.5
42,2020,0,150.2,639.0
42,2020,1,579.0,636.0
42,2020,1,347.0,357.0
42,2020,1,256.0,509.0
42,2021,1,69.9,534.5
42,2021,1,75.6,536.0
42,2021,0,504.5,581.0
42,2021,1,441.0,532.5
42,2021,1,346.0,355.0
42,2021,1,74.9,535.0
42,2021,0,146.6,639.5
42,2021,1,255.6,519.5
42,2022,1,248.1,537.0
42,2022,0,503.5,597.0
42,2022,0,138.0,640.0
42,2022,1,250.5,537.5
42,2022,1,439.8,538.0
42,2022,1,341.5,358.5
42,2022,1,65.2,542.0
42,2023,1,250.5,538.5
42,2023,1,441.5,542.0
42,2023,0,506.5,606.0
42,2023,0,559.0,481.8
42,2023,1,67.6,538.5
42,2023,0,135.2,639.5
42,2023,1,346.0,359.5
42,2024,1,249.6,541.0
42,2024,1,344.8,359.5
42,2024,1,442.5,539.0
42,2024,1,252.0,541.5
42,2024,1,599.0,639.0
42,2024,0,207.0,630.0
42,2025,1,246.0,546.5
42,2025,1,247.6,544.0
42,2025,1,440.0,544.5
42,2025,1,341.0,362.5
42,2025,0,509.2,605.0
42,2025,1,600.5,639.0
42,2025,0,601.0,639.5
42,2026,1,247.8,545.0
42,2026,1,250.5,543.5
42,2026,1,345.0,360.2
42,2026,1,444.0,543.0
42,2026,0,571.0,486.5
42,2026,0,197.5,624.0
42,2027,1,248.0,542.0
42,2027,1,443.5,538.5
42,2027,0,613.5,640.0
42,2027,1,284.0,161.0
42,2027,0,513.5,631.0
42,2027,1,343.8,359.0
42,2028,1,245.1,537.0
42,2028,1,247.1,538.0
42,2028,1,443.5,539.0
42,2028,1,341.0,356.0
42,2028,1,56.7,543.0
42,2028,0,18.4,558.0
42,2029,1,52.8,535.0
42,2029,1,247.5,538.0
42,2029,0,520.0,613.5
42,2030,1,247.4,541.5
42,2030,0,524.0,637.5
42,2030,1,51.7,539.5
42,2030,1,46.2,540.5
42,2030,0,634.0,640.0
42,2031,0,526.0,625.5
42,2031,1,244.6,543.5
42,2031,0,190.0,594.5
42,2031,1,341.0,356.2
42,2031,0,121.6,477.0
42,2032,0,187.5,599.0
42,2032,0,525.0,638.0
42,2032,1,242.8,550.0
42,2032,1,341.0,356.5
42,2032,1,446.5,553.0
42,2032,1,241.2,552.0
42,2032,1,294.5,297.0
42,2033,0,612.0,512.5
42,2033,1,244.4,550.5
42,2033,0,186.9,595.0
42,2033,0,532.0,632.0
42,2033,1,242.5,549.5
42,2033,1,450.0,560.0
42,2034,0,535.5,636.0
42,2034,1,242.0,549.0
42,2034,1,451.2,560.5
42,2034,1,295.5,300.8
42,2034,0,184.5,606.5
42,2034,1,238.5,555.0
42,2034,0,537.0,622.0
42,2034,0,108.0,482.0
42,2035,1,235.4,558.5
42,2035,0,178.6,613.0
42,2035,0,533.0,637.0
42,2035,1,338.5,362.0
42,2036,1,234.4,566.5
42,2036,0,629.0,532.0
42,2036,0,172.5,617.0
42,2036,0,537.0,638.5
42,2036,1,338.0,366.5
42,2036,1,537.0,640.0
42,2037,1,453.8,573.5
42,2037,1,239.0,567.5
42,2037,0,546.0,638.0
42,2038,1,453.0,578.5
42,2038,1,232.4,567.5
42,2038,1,233.8,571.0
42,2038,1,338.0,370.2
42,2038,0,547.0,638.0
42,2038,0,163.0,629.0
42,2039,1,453.5,579.0
42,2039,1,232.6,568.0
42,2039,0,549.0,636.5
42,2039,1,338.5,368.0
42,2040,1,454.5,574.0
42,2040,1,233.0,570.0
42,2040,0,553.5,638.0
42,2040,1,339.0,363.5
42,2040,0,13.1,640.0
42,2040,0,163.2,623.0
42,2040,1,292.5,319.0
42,2041,1,458.2,572.0
42,2041,0,561.0,627.0
42,2041,1,232.5,568.5
42,2041,1,293.0,304.8
42,2041,1,340.5,358.0
42,2042,0,157.1,636.0
42,2042,1,455.5,570.0
42,2042,1,288.5,315.0
42,2042,1,228.0,588.0
42,2042,1,337.5,354.5
42,2042,0,635.0,517.5
42,2042,0,561.0,629.0
42,2042,1,228.5,572.0
42,2043,0,151.8,627.0
42,2043,1,458.0,569.0
42,2043,1,228.2,572.0
42,2043,1,337.5,354.0
42,2043,1,288.5,310.5
42,2044,0,152.1,639.0
42,2044,1,461.8,577.5
42,2044,1,229.0,575.5
42,2044,1,292.5,308.2
42,2044,1,339.0,353.5
42,2044,1,228.0,589.5
42,2045,1,460.5,577.0
42,2045,1,336.5,353.5
42,2045,1,227.2,579.0
42,2045,0,147.5,633.5
42,2046,1,464.0,578.0
42,2046,0,144.5,636.0
42,2046,1,228.8,588.5
42,2046,0,581.0,639.5
42,2046,1,292.0,307.8
42,2046,1,339.5,355.0
42,2047,0,142.2,640.0
42,2047,1,339.0,357.5
42,2047,1,467.0,586.5
42,2047,1,227.5,584.0
42,2048,1,462.0,587.5
42,2048,0,133.0,640.0
42,2048,1,335.8,354.0
42,2048,0,587.0,638.0
42,2048,1,288.5,313.2
42,2048,1,220.5,585.0
42,2049,1,469.0,601.0
42,2049,0,131.8,638.0
42,2049,0,597.0,639.0
42,2050,0,604.5,640.0
42,2050,1,470.0,602.5
42,2050,1,338.0,365.5
42,2050,1,289.2,314.0
42,2051,1,469.5,603.0
42,2051,0,44.8,529.0
42,2051,0,607.0,639.5
42,2051,1,289.0,315.0
42,2051,1,220.0,588.5
42,2051,1,337.5,363.0
42,2052,0,613.0,639.0
42,2052,1,470.8,599.5
42,2052,1,217.9,591.0
42,2052,0,114.2,638.0
42,2052,1,288.2,310.0
42,2052,0,68.5,547.0
42,2052,1,336.8,360.0
42,2053,0,619.0,640.0
42,2053,1,473.5,599.5
42,2053,1,337.5,355.0
42,2053,1,217.5,576.0
42,2053,1,288.5,305.8
42,2054,0,626.0,640.0
42,2054,1,473.8,591.5
42,2054,1,335.5,353.0
42,2054,1,409.5,68.9
42,2054,0,184.5,590.5
42,2054,1,214.5,595.5
42,2054,1,16.1,554.0
42,2055,1,212.0,603.5
42,2055,1,474.5,601.0
42,2055,0,633.0,640.0
42,2055,1,286.5,312.5
42,2055,1,334.5,355.8
42,2056,1,212.0,604.5
42,2056,1,477.8,607.5
42,2056,1,337.0,356.5
42,2056,0,637.0,640.0
42,2057,1,207.6,607.0
42,2057,1,477.8,607.5
42,2057,1,285.0,308.0
42,2057,1,333.5,355.5
42,2057,1,334.0,354.5
42,2058,1,207.0,609.0
42,2058,1,334.5,355.5
42,2059,1,206.8,609.0
42,2059,1,483.8,617.5
42,2059,1,335.5,353.0
42,2059,1,112.9,230.1
42,2059,1,335.0,352.0
42,2060,1,485.2,610.0
42,2060,1,202.9,609.5
42,2060,1,335.5,350.0
42,2060,0,170.2,607.0
42,2061,1,485.2,612.5
42,2061,1,199.8,570.5
42,2061,1,332.5,350.2
42,2062,1,198.1,565.5
42,2062,1,486.0,620.5
42,2062,1,333.0,348.0
42,2062,1,284.8,299.5
42,2062,1,197.4,618.0
42,2063,1,198.4,575.0
42,2063,1,489.5,583.5
42,2063,1,334.2,350.0
42,2063,1,198.4,621.0
42,2063,1,285.5,297.5
42,2064,1,333.5,347.2
42,2064,1,285.0,293.2
42,2064,0,133.1,185.8
42,2064,1,194.2,579.0
42,2064,0,153.4,603.5
42,2065,0,131.6,186.5
42,2065,1,334.5,344.5
42,2065,1,335.5,346.0
42,2065,1,194.9,570.0
42,2065,1,285.5,295.5
42,2066,1,333.0,347.5
42,2066,1,131.5,431.0
42,2067,1,125.4,433.0
42,2067,1,331.5,346.2
42,2067,1,185.6,565.5
42,2067,1,495.0,636.0
42,2067,0,130.0,195.6
42,2067,1,44.0,282.2
42,2067,1,283.0,308.0
42,2068,1,123.2,438.0
42,2068,1,6.0,435.5
